directed_rnbrw,backtrack,directed_cycle,zigzag,zigzag_cycle,weighted_zigzag
0.01,2.01,14.01,2.01,16.009999999999998,0.648034188034188
0.01,0.01,12.01,0.01,16.009999999999998,1.8095883201765555
0.01,1.01,16.009999999999998,4.01,15.01,1.91479797979798
1.01,0.01,10.01,2.01,14.01,1.6374132730015083
1.01,0.01,14.01,2.01,16.009999999999998,1.968333333333333
0.01,1.01,17.009999999999998,4.01,11.01,1.1818253968253967
0.01,0.01,10.01,1.01,17.009999999999998,0.945454208674023
0.01,1.01,13.01,5.01,15.01,0.9140873015873014
3.01,0.01,12.01,1.01,16.009999999999998,0.7457304460245637
5.01,0.01,9.01,3.01,7.01,1.2626373626373626
0.01,2.01,7.01,1.01,15.01,0.9240928515928515
0.01,2.01,12.01,2.01,21.009999999999998,1.3030772658713836
0.01,1.01,14.01,3.01,16.009999999999998,1.0933333333333333
0.01,0.01,14.01,1.01,10.01,0.2781823923203234
0.01,0.01,11.01,1.01,8.01,0.8012530881571129
1.01,0.01,12.01,3.01,12.01,0.35957264957264956
0.01,0.01,14.01,3.01,12.01,0.8984568933481976
0.01,3.01,9.01,2.01,12.01,1.3891666666666667
0.01,0.01,8.01,3.01,13.01,0.9465937365937365
0.01,0.01,14.01,1.01,16.009999999999998,0.8004512154512153
2.01,1.01,13.01,2.01,10.01,0.9917460317460318
0.01,0.01,12.01,2.01,19.009999999999998,1.079004329004329
1.01,1.01,6.01,3.01,14.01,1.584242424242424
0.01,0.01,16.009999999999998,2.01,20.009999999999998,2.305520173205595
0.01,0.01,11.01,0.01,17.009999999999998,1.6465431981811292
4.01,3.01,7.01,2.01,13.01,0.8443512767425811
2.01,1.01,13.01,3.01,15.01,1.2247148603030955
1.01,4.01,25.009999999999998,3.01,23.009999999999998,0.7966013071895425
3.01,1.01,10.01,1.01,15.01,1.0887878787878786
2.01,1.01,8.01,4.01,12.01,0.7674965954761351
0.01,1.01,17.009999999999998,3.01,18.009999999999998,0.8657900432900433
1.01,0.01,13.01,3.01,10.01,1.4630020703933746
0.01,0.01,13.01,0.01,17.009999999999998,1.4809687062628236
0.01,1.01,8.01,0.01,14.01,1.0641666666666667
1.01,3.01,15.01,2.01,14.01,0.0911965811965812
0.01,0.01,13.01,0.01,16.009999999999998,1.043187134502924
0.01,0.01,21.009999999999998,1.01,12.01,0.6064425770308124
0.01,0.01,13.01,0.01,9.01,0.5762393162393162
1.01,0.01,7.01,1.01,13.01,2.0004456654456653
1.01,2.01,8.01,1.01,11.01,0.42978021978021985
5.01,0.01,12.01,1.01,18.009999999999998,1.1096392496392495
0.01,0.01,11.01,4.01,14.01,1.2198290598290598
0.01,1.01,8.01,2.01,11.01,1.14003663003663
0.01,1.01,9.01,1.01,9.01,0.4980341880341881
2.01,0.01,6.01,2.01,12.01,0.19253968253968254
1.01,0.01,3.01,0.01,12.01,0.47847826086956524
1.01,1.01,2.01,1.01,11.01,0.6241705516705517
0.01,0.01,2.01,3.01,16.009999999999998,0.45183363387430703
0.01,0.01,1.01,1.01,18.009999999999998,0.9516925465838508
1.01,0.01,5.01,1.01,17.009999999999998,1.0409523809523809
0.01,0.01,3.01,0.01,13.01,0.7601632425545469
0.01,1.01,3.01,1.01,18.009999999999998,1.830534537925842
0.01,0.01,1.01,0.01,21.009999999999998,1.5457142857142856
1.01,0.01,1.01,0.01,26.009999999999998,0.37150289376095824
1.01,0.01,3.01,0.01,12.01,0.45867306606437036
0.01,2.01,3.01,0.01,19.009999999999998,1.982614865006169
0.01,0.01,2.01,0.01,10.01,0.687077497665733
0.01,0.01,1.01,0.01,10.01,0.4360854341736694
1.01,1.01,1.01,1.01,17.009999999999998,1.4715440115440115
0.01,0.01,4.01,0.01,18.009999999999998,0.5770995670995671
0.01,0.01,0.01,2.01,16.009999999999998,0.6082664995822891
0.01,1.01,1.01,1.01,13.01,0.9323776223776223
0.01,0.01,1.01,1.01,23.009999999999998,0.5810789210789211
0.01,0.01,1.01,1.01,6.01,0.7964598364598365
0.01,1.01,0.01,2.01,21.009999999999998,0.14703703703703705
1.01,0.01,1.01,0.01,17.009999999999998,0.8434988540870895
0.01,0.01,2.01,1.01,9.01,1.3101599849425933
0.01,0.01,1.01,0.01,15.01,0.27966873706004136
0.01,0.01,1.01,1.01,17.009999999999998,0.9236904761904763
0.01,1.01,1.01,0.01,16.009999999999998,0.6577124183006535
0.01,0.01,0.01,0.01,21.009999999999998,0.3600780937851876
1.01,0.01,2.01,2.01,12.01,0.447037037037037
0.01,0.01,3.01,0.01,15.01,0.758015873015873
1.01,1.01,3.01,2.01,23.009999999999998,0.8313235294117647
4.01,0.01,2.01,2.01,16.009999999999998,1.0149783549783549
2.01,0.01,1.01,0.01,10.01,0.371600035895365
0.01,0.01,4.01,2.01,14.01,0.27576289207868154
1.01,1.01,8.01,0.01,16.009999999999998,0.5211111111111111
4.01,0.01,4.01,1.01,20.009999999999998,0.8058080808080808
1.01,0.01,7.01,0.01,18.009999999999998,0.668187134502924
1.01,0.01,5.01,3.01,18.009999999999998,1.3929484641555578
1.01,1.01,8.01,1.01,19.009999999999998,0.6165656565656567
0.01,0.01,3.01,3.01,15.01,0.4784759684759685
1.01,0.01,6.01,0.01,11.01,0.7975702513860409
0.01,0.01,2.01,0.01,18.009999999999998,0.7935858585858585
2.01,1.01,4.01,0.01,8.01,0.6012910760736847
0.01,1.01,6.01,2.01,17.009999999999998,0.9483516483516483
1.01,4.01,1.01,2.01,16.009999999999998,1.122179487179487
1.01,1.01,4.01,0.01,20.009999999999998,1.0893433016259102
0.01,1.01,2.01,3.01,19.009999999999998,1.0154512154512154
0.01,0.01,4.01,1.01,17.009999999999998,0.9872005772005772
1.01,0.01,8.01,0.01,16.009999999999998,1.0766666666666667
1.01,0.01,10.01,1.01,12.01,1.1431566094723988
0.01,0.01,3.01,0.01,13.01,1.1216633366633364
0.01,0.01,7.01,1.01,11.01,0.6891056166056166
0.01,1.01,8.01,0.01,17.009999999999998,0.8473015873015873
0.01,0.01,6.01,0.01,10.01,0.5814285714285714
1.01,1.01,5.01,2.01,16.009999999999998,1.0535897435897437
2.01,0.01,12.01,0.01,11.01,0.8790046065046063
1.01,1.01,13.01,2.01,21.009999999999998,0.7704858104858103
1.01,0.01,17.009999999999998,1.01,18.009999999999998,0.6546127946127946
2.01,7.01,9.01,1.01,23.009999999999998,0.6027960927960927
0.01,5.01,15.01,1.01,16.009999999999998,1.329004329004329
2.01,3.01,14.01,1.01,19.009999999999998,2.488963608854913
2.01,6.01,8.01,0.01,17.009999999999998,0.7945238095238094
0.01,0.01,23.009999999999998,0.01,11.01,0.9422496947496948
1.01,2.01,14.01,1.01,15.01,1.91335560574691
2.01,1.01,10.01,1.01,17.009999999999998,0.7064285714285714
1.01,4.01,10.01,2.01,22.009999999999998,0.5492857142857143
1.01,1.01,12.01,1.01,9.01,1.5312560386473428
1.01,4.01,9.01,1.01,12.01,0.3415124489037532
0.01,1.01,1.01,0.01,9.01,1.7485387559300598
0.01,0.01,1.01,0.01,13.01,0.558810428701733
0.01,0.01,3.01,2.01,7.01,0.5819187675070028
0.01,2.01,3.01,2.01,12.01,0.5522979797979799
0.01,0.01,1.01,1.01,14.01,1.2431755080668123
0.01,0.01,1.01,0.01,10.01,0.7067032967032967
0.01,0.01,2.01,1.01,12.01,0.4992607392607392
0.01,0.01,0.01,3.01,8.01,0.975819530710835
0.01,0.01,1.01,0.01,11.01,0.7595995670995672
1.01,0.01,1.01,1.01,20.009999999999998,0.5234753103793351
0.01,2.01,2.01,0.01,16.009999999999998,0.5852867016024911
0.01,0.01,2.01,3.01,14.01,0.2444444444444444
0.01,0.01,1.01,0.01,11.01,0.7131313131313132
0.01,0.01,0.01,2.01,18.009999999999998,0.13040133779264212
0.01,0.01,1.01,1.01,10.01,0.6342377791290835
0.01,1.01,5.01,0.01,16.009999999999998,1.3049295587453482
0.01,1.01,1.01,2.01,17.009999999999998,1.3498721161879055
0.01,1.01,1.01,0.01,11.01,0.4191449091449091
1.01,0.01,2.01,2.01,13.01,0.47789321789321787
0.01,0.01,0.01,2.01,15.01,0.6740079365079366
1.01,0.01,1.01,3.01,14.01,0.8654093567251462
1.01,0.01,6.01,2.01,15.01,0.747198288514078
0.01,1.01,1.01,0.01,12.01,0.3373376623376623
1.01,0.01,5.01,1.01,14.01,0.9394714057871951
1.01,0.01,4.01,0.01,18.009999999999998,2.030014474772539
0.01,0.01,5.01,3.01,20.009999999999998,0.9223376623376623
0.01,1.01,9.01,2.01,0.01,0.01
1.01,2.01,2.01,0.01,17.009999999999998,1.8225000000000002
0.01,0.01,4.01,0.01,10.01,1.2580417529330574
0.01,2.01,1.01,1.01,13.01,1.579893483709273
0.01,0.01,11.01,0.01,17.009999999999998,0.5182662668401208
0.01,0.01,3.01,1.01,18.009999999999998,0.29528138528138526
0.01,2.01,7.01,2.01,15.01,1.1048773448773448
0.01,0.01,3.01,2.01,13.01,1.2016666666666667
1.01,1.01,4.01,1.01,18.009999999999998,0.8033300033300033
0.01,0.01,4.01,0.01,16.009999999999998,1.6918181818181817
1.01,0.01,7.01,2.01,17.009999999999998,1.181225513616818
2.01,4.01,10.01,2.01,20.009999999999998,1.909175824175824
1.01,1.01,17.009999999999998,1.01,15.01,1.8184952260474079
0.01,1.01,20.009999999999998,0.01,20.009999999999998,1.983387723387723
2.01,0.01,14.01,1.01,23.009999999999998,1.420595910245279
1.01,1.01,7.01,3.01,12.01,0.8785045948203842
0.01,5.01,12.01,2.01,20.009999999999998,1.4109449332029977
2.01,3.01,13.01,1.01,18.009999999999998,1.0191736694677869
1.01,4.01,8.01,2.01,22.009999999999998,0.7266666666666666
3.01,1.01,14.01,1.01,20.009999999999998,1.4935044040926395
0.01,0.01,11.01,0.01,14.01,1.4225498684322213
0.01,1.01,13.01,2.01,20.009999999999998,0.8894117647058823
1.01,1.01,17.009999999999998,2.01,26.009999999999998,1.4237163561076607
1.01,2.01,16.009999999999998,4.01,18.009999999999998,0.9393340879079417
3.01,1.01,13.01,3.01,17.009999999999998,1.1530509104422149
1.01,0.01,7.01,1.01,11.01,0.45076038903625115
0.01,0.01,10.01,2.01,15.01,0.8488278388278387
0.01,0.01,9.01,0.01,14.01,0.9985032264569469
0.01,0.01,8.01,1.01,22.009999999999998,0.3845199692780338
2.01,1.01,6.01,0.01,24.009999999999998,0.4205738705738706
2.01,1.01,4.01,0.01,11.01,1.1140404040404042
0.01,1.01,8.01,0.01,17.009999999999998,1.3691925465838513
1.01,1.01,7.01,0.01,16.009999999999998,1.0558333333333334
1.01,0.01,5.01,1.01,19.009999999999998,0.5217424242424242
1.01,0.01,7.01,0.01,13.01,1.5644584500466854
0.01,0.01,7.01,1.01,10.01,0.5354329004329004
0.01,1.01,1.01,0.01,16.009999999999998,0.642367149758454
1.01,0.01,7.01,0.01,18.009999999999998,0.4535457516339869
1.01,0.01,6.01,2.01,18.009999999999998,0.8187251828631139
0.01,0.01,5.01,1.01,13.01,0.8167621920563096
0.01,1.01,6.01,1.01,12.01,0.30920114059713616
0.01,0.01,6.01,1.01,10.01,0.7237806637806639
0.01,0.01,7.01,0.01,11.01,0.7115081394876792
0.01,1.01,6.01,1.01,11.01,0.6751862026862028
0.01,1.01,6.01,1.01,10.01,0.45771241830065357
1.01,0.01,6.01,1.01,11.01,0.9129942279942279
2.01,0.01,4.01,2.01,20.009999999999998,0.8021882711894825
1.01,1.01,6.01,0.01,9.01,0.5329442970822281
0.01,0.01,3.01,0.01,11.01,0.6134002547160442
0.01,0.01,0.01,1.01,18.009999999999998,0.7767027417027417
0.01,0.01,4.01,0.01,16.009999999999998,0.9498657813950167
0.01,0.01,1.01,0.01,19.009999999999998,1.0998721161879055
0.01,0.01,3.01,0.01,11.01,1.2115567765567767
0.01,1.01,2.01,2.01,19.009999999999998,0.7929715891786828
1.01,2.01,1.01,1.01,18.009999999999998,1.01421888053467
0.01,0.01,2.01,0.01,15.01,0.38631042870173304
0.01,0.01,4.01,0.01,10.01,0.8181709956709956
0.01,1.01,1.01,0.01,10.01,0.5631746031746032
1.01,0.01,0.01,1.01,22.009999999999998,0.8492063492063491
0.01,1.01,2.01,0.01,10.01,1.1484615384615382
0.01,1.01,0.01,0.01,14.01,0.8042821067821068
0.01,0.01,1.01,0.01,17.009999999999998,1.1054545454545455
0.01,0.01,3.01,0.01,13.01,0.4884090909090909
0.01,0.01,3.01,0.01,0.01,0.01
1.01,0.01,0.01,1.01,9.01,0.7822222222222222
2.01,0.01,5.01,1.01,13.01,0.9377777777777778
0.01,1.01,0.01,0.01,14.01,1.4211111111111112
1.01,0.01,2.01,0.01,20.009999999999998,0.6536974789915966
0.01,1.01,2.01,3.01,14.01,1.191045751633987
0.01,0.01,0.01,2.01,13.01,3.5411077811077813
0.01,0.01,4.01,0.01,16.009999999999998,1.3823776223776223
2.01,1.01,3.01,2.01,9.01,0.6194967642229305
1.01,1.01,2.01,1.01,15.01,1.8360119501498813
0.01,0.01,1.01,2.01,15.01,2.1536507936507934
0.01,0.01,3.01,2.01,14.01,0.8545632798573976
0.01,2.01,1.01,1.01,14.01,1.5427206851119895
0.01,0.01,0.01,1.01,10.01,0.5866806722689076
0.01,1.01,2.01,1.01,12.01,0.8048841698841699
1.01,0.01,3.01,4.01,20.009999999999998,1.01
1.01,0.01,1.01,0.01,16.009999999999998,1.3417390197185595
0.01,1.01,1.01,1.01,12.01,1.437236652236652
2.01,0.01,0.01,2.01,14.01,0.6854901960784313
0.01,0.01,1.01,2.01,14.01,0.5654570877151522
0.01,0.01,0.01,1.01,18.009999999999998,0.6893469293469294
0.01,0.01,3.01,1.01,11.01,0.42085164835164834
0.01,0.01,3.01,0.01,17.009999999999998,0.7695238095238095
0.01,0.01,2.01,0.01,19.009999999999998,0.8443757549639902
1.01,0.01,2.01,0.01,18.009999999999998,1.098282958871194
0.01,0.01,0.01,1.01,18.009999999999998,1.1257106782106783
0.01,0.01,2.01,2.01,8.01,0.5919805194805194
1.01,0.01,2.01,0.01,11.01,0.7266056166056166
0.01,0.01,3.01,1.01,15.01,0.680090778786431
0.01,0.01,2.01,1.01,17.009999999999998,1.2034004576957869
0.01,0.01,1.01,0.01,13.01,1.1114075537988581
0.01,0.01,2.01,1.01,17.009999999999998,0.8582341269841269
0.01,0.01,2.01,1.01,8.01,0.6901863676863677
0.01,0.01,2.01,1.01,15.01,0.5528321678321678
0.01,1.01,1.01,1.01,15.01,0.43793317793317793
0.01,0.01,2.01,0.01,16.009999999999998,0.8710035943486153
0.01,0.01,0.01,1.01,14.01,0.39956800445930873
0.01,0.01,1.01,1.01,16.009999999999998,1.5280568399608647
0.01,0.01,1.01,0.01,10.01,0.5444548425430779
0.01,0.01,4.01,1.01,15.01,0.3884090909090909
0.01,0.01,3.01,1.01,13.01,0.6185897435897436
1.01,1.01,3.01,0.01,17.009999999999998,1.289359243697479
0.01,0.01,0.01,1.01,16.009999999999998,1.0272979797979798
0.01,0.01,6.01,1.01,12.01,2.8010854341736695
0.01,0.01,2.01,4.01,12.01,0.9956709956709956
1.01,0.01,3.01,0.01,14.01,2.3152613021653266
0.01,2.01,4.01,1.01,16.009999999999998,0.991178032493822
1.01,1.01,3.01,1.01,9.01,0.7988772175536881
1.01,1.01,0.01,1.01,13.01,0.48727272727272725
0.01,0.01,0.01,2.01,23.009999999999998,0.501064491064491
0.01,0.01,2.01,0.01,14.01,0.16906965871902757
0.01,0.01,1.01,3.01,17.009999999999998,0.664739615838014
0.01,0.01,1.01,0.01,20.009999999999998,0.8496395271395272
0.01,0.01,1.01,0.01,11.01,0.954210787081631
0.01,0.01,0.01,1.01,12.01,0.5515671531770603
0.01,0.01,0.01,0.01,12.01,0.40070048309178746
0.01,0.01,0.01,0.01,13.01,0.6217521367521368
0.01,0.01,0.01,1.01,18.009999999999998,1.4207864357864357
0.01,0.01,0.01,0.01,16.009999999999998,0.6298583135654074
0.01,0.01,2.01,0.01,19.009999999999998,0.5631135531135532
0.01,0.01,0.01,0.01,12.01,0.41714285714285715
1.01,0.01,1.01,1.01,18.009999999999998,0.8692050779121716
0.01,0.01,1.01,4.01,15.01,1.6798731455135631
0.01,0.01,1.01,1.01,20.009999999999998,0.7202564102564103
0.01,0.01,1.01,1.01,9.01,0.9011430960344003
0.01,0.01,1.01,1.01,11.01,1.068601543384152
0.01,0.01,2.01,1.01,18.009999999999998,0.6145893719806763
15.01,11.01,19.009999999999998,2.01,17.009999999999998,1.28335696561503
7.01,4.01,24.009999999999998,3.01,18.009999999999998,1.583015873015873
0.01,0.01,19.009999999999998,0.01,24.009999999999998,0.6341452991452992
4.01,1.01,15.01,0.01,22.009999999999998,0.51
0.01,1.01,24.009999999999998,1.01,20.009999999999998,1.231311788569853
6.01,12.01,24.009999999999998,0.01,22.009999999999998,1.336984126984127
11.01,11.01,32.01,1.01,23.009999999999998,1.336984126984127
5.01,3.01,18.009999999999998,1.01,23.009999999999998,1.3179365079365077
12.01,5.01,10.01,1.01,23.009999999999998,2.3997869674185464
0.01,2.01,16.009999999999998,1.01,23.009999999999998,0.7729329004329004
1.01,6.01,17.009999999999998,1.01,16.009999999999998,0.6242857142857143
0.01,3.01,19.009999999999998,1.01,19.009999999999998,1.6418542568542567
4.01,1.01,13.01,0.01,22.009999999999998,1.8647619047619046
1.01,1.01,21.009999999999998,1.01,15.01,2.0252198678514466
5.01,1.01,14.01,0.01,23.009999999999998,1.4463095238095238
0.01,1.01,29.009999999999998,0.01,22.009999999999998,1.3215079365079365
0.01,3.01,16.009999999999998,4.01,17.009999999999998,1.7728718503718504
12.01,3.01,15.01,1.01,21.009999999999998,1.3912011517893872
5.01,3.01,25.009999999999998,5.01,14.01,1.0409805838268837
2.01,3.01,16.009999999999998,1.01,19.009999999999998,0.3891666666666666
0.01,3.01,20.009999999999998,0.01,15.01,0.5466013071895425
1.01,5.01,19.009999999999998,0.01,19.009999999999998,1.4826190476190475
2.01,0.01,25.009999999999998,1.01,23.009999999999998,0.6842424242424242
5.01,3.01,22.009999999999998,0.01,16.009999999999998,1.4311469534050179
5.01,1.01,24.009999999999998,2.01,22.009999999999998,0.4949206349206349
0.01,3.01,34.01,0.01,21.009999999999998,1.6540476190476192
16.009999999999998,4.01,34.01,3.01,21.009999999999998,0.8071120984278879
3.01,2.01,36.01,1.01,17.009999999999998,1.5999331662489558
4.01,2.01,25.009999999999998,0.01,19.009999999999998,0.6488944388944389
1.01,8.01,19.009999999999998,2.01,8.01,1.4346031746031747
6.01,2.01,14.01,2.01,25.009999999999998,1.5885714285714287
5.01,0.01,33.01,1.01,24.009999999999998,2.4151282051282053
6.01,5.01,16.009999999999998,1.01,20.009999999999998,0.8892446633825943
12.01,4.01,11.01,0.01,13.01,1.0254761904761907
1.01,2.01,8.01,0.01,17.009999999999998,1.4417278817278818
2.01,4.01,8.01,1.01,23.009999999999998,2.6439714714714713
1.01,2.01,12.01,0.01,15.01,0.7742446633825945
0.01,0.01,11.01,0.01,13.01,0.7044444444444445
1.01,0.01,14.01,0.01,13.01,2.1383910533910533
2.01,0.01,17.009999999999998,0.01,20.009999999999998,1.3577564102564101
0.01,1.01,11.01,0.01,18.009999999999998,1.1398989898989897
0.01,4.01,14.01,0.01,10.01,1.0231076131076131
7.01,5.01,11.01,2.01,23.009999999999998,1.7063980463980462
6.01,1.01,11.01,2.01,18.009999999999998,1.0238888888888888
0.01,2.01,9.01,0.01,19.009999999999998,1.29155007822527
1.01,2.01,5.01,1.01,17.009999999999998,0.8772297956835121
0.01,0.01,10.01,0.01,13.01,1.222170679561984
3.01,0.01,9.01,3.01,23.009999999999998,0.8654542002122647
0.01,1.01,19.009999999999998,0.01,17.009999999999998,1.4787802393684746
12.01,11.01,33.01,0.01,17.009999999999998,1.401208791208791
3.01,7.01,26.009999999999998,0.01,14.01,1.401208791208791
0.01,5.01,18.009999999999998,1.01,11.01,0.7185839598997494
1.01,1.01,13.01,1.01,35.01,1.2608870214752568
0.01,0.01,24.009999999999998,1.01,21.009999999999998,1.175811965811966
1.01,5.01,10.01,3.01,19.009999999999998,0.6973015873015872
0.01,0.01,0.01,0.01,18.009999999999998,1.6356797725837973
1.01,1.01,22.009999999999998,0.01,18.009999999999998,1.1016666666666666
2.01,4.01,14.01,3.01,18.009999999999998,1.9320238095238096
7.01,2.01,16.009999999999998,4.01,21.009999999999998,1.0861494252873563
1.01,2.01,7.01,2.01,21.009999999999998,1.168725182863114
2.01,0.01,22.009999999999998,1.01,16.009999999999998,0.827816091954023
2.01,4.01,8.01,0.01,18.009999999999998,1.0975000000000001
1.01,0.01,14.01,0.01,21.009999999999998,1.4278571428571427
0.01,1.01,10.01,1.01,18.009999999999998,1.0425757575757575
1.01,0.01,17.009999999999998,0.01,14.01,1.2278160919540229
1.01,0.01,3.01,1.01,8.01,0.5578696741854636
0.01,2.01,6.01,1.01,19.009999999999998,0.881851276742581
7.01,1.01,4.01,3.01,11.01,0.5738888888888889
3.01,1.01,10.01,0.01,11.01,0.6778571428571427
1.01,1.01,6.01,2.01,19.009999999999998,0.6552380952380952
1.01,2.01,13.01,1.01,10.01,0.6354329004329005
0.01,0.01,7.01,0.01,10.01,1.2266662766662766
0.01,0.01,9.01,1.01,11.01,1.0973376623376623
1.01,1.01,9.01,0.01,11.01,1.2064724888637932
1.01,1.01,7.01,2.01,18.009999999999998,0.833152143740379
1.01,2.01,9.01,2.01,14.01,0.32120448179271704
3.01,3.01,10.01,2.01,11.01,0.638865854345394
0.01,1.01,9.01,0.01,12.01,0.637077497665733
0.01,2.01,9.01,1.01,18.009999999999998,0.3753299916457811
2.01,2.01,7.01,0.01,16.009999999999998,0.9905285102546766
1.01,0.01,3.01,0.01,13.01,0.40215686274509804
0.01,0.01,3.01,1.01,18.009999999999998,0.849436026936027
1.01,0.01,11.01,1.01,15.01,1.1601573617952927
0.01,1.01,5.01,2.01,13.01,0.7237953311866355
0.01,0.01,7.01,1.01,12.01,0.7123809523809523
1.01,3.01,5.01,0.01,17.009999999999998,0.6027350427350429
3.01,5.01,3.01,2.01,15.01,1.1942821067821068
0.01,4.01,4.01,0.01,19.009999999999998,0.7091697028461734
0.01,2.01,6.01,0.01,14.01,0.6232466063348416
1.01,1.01,5.01,2.01,16.009999999999998,1.5982465205045848
0.01,0.01,5.01,0.01,17.009999999999998,0.3339247311827957
1.01,0.01,4.01,0.01,7.01,0.5464219114219114
0.01,0.01,6.01,0.01,14.01,0.5553264900526564
0.01,0.01,6.01,0.01,15.01,0.6759471723431678
0.01,2.01,6.01,0.01,15.01,1.4199381458726812
0.01,1.01,2.01,0.01,16.009999999999998,0.5251222651222651
1.01,0.01,4.01,1.01,19.009999999999998,0.9691450216450215
0.01,0.01,2.01,1.01,16.009999999999998,0.5292312220775218
0.01,1.01,3.01,2.01,11.01,1.2675813075813076
0.01,0.01,3.01,0.01,13.01,0.5454907854907854
0.01,0.01,4.01,0.01,13.01,1.3086471861471862
1.01,0.01,2.01,0.01,16.009999999999998,0.8728764657227654
0.01,0.01,2.01,1.01,15.01,0.5334487734487734
18.009999999999998,7.01,31.009999999999998,5.01,14.01,1.32324016563147
3.01,5.01,38.01,0.01,18.009999999999998,1.6016666666666666
1.01,7.01,26.009999999999998,1.01,17.009999999999998,1.75
2.01,5.01,29.009999999999998,1.01,21.009999999999998,1.2780203854116896
10.01,9.01,20.009999999999998,2.01,14.01,1.3813675213675214
3.01,6.01,26.009999999999998,0.01,13.01,1.1219943472884648
1.01,3.01,30.009999999999998,0.01,9.01,0.9266952019893195
10.01,8.01,27.009999999999998,0.01,20.009999999999998,1.6066181479339374
12.01,14.01,27.009999999999998,2.01,22.009999999999998,0.8991862007961078
1.01,5.01,19.009999999999998,0.01,18.009999999999998,1.06196976226388
6.01,6.01,36.01,1.01,15.01,1.0610767458348103
6.01,3.01,34.01,1.01,18.009999999999998,0.7545632798573976
1.01,6.01,21.009999999999998,1.01,28.009999999999998,1.0046784872306693
4.01,5.01,23.009999999999998,0.01,20.009999999999998,2.098293650793651
3.01,13.01,15.01,1.01,23.009999999999998,1.7901282051282053
4.01,2.01,31.009999999999998,1.01,19.009999999999998,2.8501515151515155
1.01,0.01,35.01,1.01,19.009999999999998,1.9556349206349204
5.01,6.01,21.009999999999998,1.01,19.009999999999998,0.9727344877344877
13.01,5.01,18.009999999999998,0.01,23.009999999999998,1.6155555555555556
15.01,4.01,22.009999999999998,1.01,16.009999999999998,1.3286507936507936
2.01,4.01,27.009999999999998,1.01,20.009999999999998,1.1952564102564103
9.01,3.01,28.009999999999998,1.01,14.01,1.956067821067821
3.01,2.01,25.009999999999998,1.01,16.009999999999998,0.4923726997640041
2.01,1.01,26.009999999999998,1.01,21.009999999999998,1.0151337551337551
3.01,3.01,22.009999999999998,0.01,17.009999999999998,0.7002731326644369
3.01,4.01,13.01,0.01,25.009999999999998,0.8492857142857142
4.01,3.01,7.01,1.01,15.01,1.1912990149946674
2.01,4.01,15.01,1.01,14.01,1.3900566291945602
3.01,0.01,13.01,0.01,10.01,0.8314646464646465
0.01,0.01,14.01,1.01,13.01,0.714004329004329
6.01,1.01,19.009999999999998,2.01,19.009999999999998,1.6313675213675212
0.01,6.01,2.01,0.01,20.009999999999998,1.0285595513931347
2.01,4.01,4.01,0.01,11.01,0.6231313131313132
0.01,4.01,9.01,3.01,22.009999999999998,0.5445399698340875
0.01,0.01,0.01,0.01,21.009999999999998,1.3628928278928278
1.01,1.01,13.01,0.01,15.01,1.5942097445038619
3.01,1.01,10.01,1.01,18.009999999999998,0.5195361845361846
1.01,1.01,4.01,1.01,14.01,1.5183333333333333
0.01,0.01,3.01,0.01,16.009999999999998,3.130834238225543
0.01,2.01,1.01,0.01,14.01,1.0711022749180643
2.01,0.01,2.01,0.01,15.01,1.9838998939656831
0.01,0.01,2.01,1.01,13.01,1.664298193636429
0.01,2.01,1.01,2.01,14.01,0.6399172303967701
0.01,0.01,0.01,0.01,10.01,0.9368360724243077
0.01,0.01,1.01,1.01,15.01,1.5197402597402596
1.01,0.01,0.01,0.01,17.009999999999998,0.748095238095238
0.01,0.01,1.01,3.01,14.01,0.8698595848595849
0.01,0.01,1.01,2.01,18.009999999999998,0.7666465182564255
0.01,0.01,4.01,1.01,20.009999999999998,2.2294444444444443
1.01,0.01,4.01,2.01,19.009999999999998,1.102304804804805
0.01,0.01,3.01,1.01,21.009999999999998,0.6083025746183641
0.01,0.01,3.01,1.01,16.009999999999998,0.6552075702075704
0.01,0.01,1.01,1.01,24.009999999999998,1.4070238095238095
0.01,0.01,1.01,1.01,19.009999999999998,1.0547116371029415
0.01,1.01,1.01,2.01,21.009999999999998,1.1428338328338328
0.01,0.01,0.01,0.01,18.009999999999998,1.441227106227106
0.01,0.01,2.01,0.01,14.01,0.7797237403119756
0.01,0.01,2.01,0.01,18.009999999999998,0.2480952380952381
0.01,0.01,3.01,1.01,11.01,0.7722872225813402
0.01,0.01,1.01,0.01,11.01,0.6769076092989136
0.01,0.01,0.01,1.01,17.009999999999998,0.6051948051948051
0.01,0.01,0.01,0.01,15.01,0.8328794152707196
0.01,2.01,3.01,2.01,11.01,0.8696700959858854
0.01,0.01,1.01,0.01,16.009999999999998,0.740059700647936
0.01,0.01,0.01,2.01,19.009999999999998,1.0583877233877235
0.01,0.01,0.01,1.01,22.009999999999998,0.8352867016024911
0.01,0.01,0.01,2.01,9.01,1.189082656473961
0.01,0.01,2.01,1.01,7.01,0.23858847229556612
0.01,0.01,0.01,2.01,16.009999999999998,0.7118028639203345
0.01,0.01,0.01,1.01,17.009999999999998,1.106818181818182
0.01,0.01,0.01,0.01,22.009999999999998,0.9001683501683502
0.01,0.01,0.01,2.01,12.01,1.157990897990898
0.01,0.01,0.01,0.01,17.009999999999998,0.335
