in_comm,directed_rnbrw,backtrack,zigzag,zigzag_cycle,weighted_zigzag
True,0.01,0.01,1.01,27.009999999999998,0.9141195363776008
False,0.01,1.01,1.01,43.01,0.9543589637344989
False,1.01,0.01,0.01,35.01,0.7031135372649284
False,0.01,0.01,1.01,35.01,1.0291253157352227
False,0.01,0.01,0.01,41.01,0.33939412009179454
False,1.01,1.01,2.01,38.01,0.6464792508832757
False,2.01,2.01,1.01,47.01,1.3838929317808626
True,1.01,1.01,3.01,42.01,0.6553351539764583
False,0.01,0.01,1.01,34.01,0.9588846157440053
False,0.01,0.01,0.01,43.01,0.5177387443909138
False,0.01,1.01,0.01,33.01,1.5740579660896745
False,0.01,0.01,1.01,30.009999999999998,0.7234807877778213
False,1.01,1.01,0.01,31.009999999999998,0.5092241886279449
False,0.01,0.01,0.01,34.01,0.9677463058508896
True,0.01,1.01,2.01,30.009999999999998,0.9124449584232193
False,0.01,6.01,0.01,37.01,1.1119786740193474
False,2.01,3.01,4.01,27.009999999999998,0.8284321096382675
False,2.01,2.01,1.01,29.009999999999998,1.082169933835893
False,3.01,0.01,2.01,23.009999999999998,0.9618139268139266
False,0.01,4.01,0.01,33.01,1.3169090472937854
False,2.01,2.01,1.01,34.01,0.7180063863894827
False,2.01,4.01,3.01,43.01,0.5237061700741418
False,5.01,1.01,5.01,33.01,1.1630369890935588
False,6.01,2.01,0.01,35.01,0.9778119746170163
True,0.01,0.01,0.01,36.01,0.8415845263501623
False,0.01,0.01,0.01,28.009999999999998,0.8262381612208255
True,0.01,0.01,0.01,36.01,0.7578922355272231
False,0.01,1.01,1.01,36.01,0.8765348131198253
False,2.01,0.01,0.01,36.01,0.49221596796380607
False,0.01,0.01,0.01,29.009999999999998,0.5088520999506199
True,1.01,1.01,0.01,35.01,0.42520759619637327
False,2.01,0.01,1.01,32.01,1.021481542195206
False,0.01,0.01,2.01,39.01,0.686653439153439
False,0.01,0.01,0.01,39.01,0.9661938714879892
False,2.01,0.01,1.01,32.01,0.9491799498492863
False,2.01,1.01,0.01,35.01,0.9389992383424587
False,3.01,0.01,0.01,34.01,1.0626401809296546
False,3.01,2.01,3.01,37.01,0.9811675246212413
False,7.01,8.01,2.01,31.009999999999998,0.8766575448870717
True,6.01,6.01,7.01,32.01,1.4222988816738817
False,0.01,0.01,0.01,39.01,0.8892190315368065
False,0.01,0.01,0.01,29.009999999999998,1.199215953642175
False,0.01,0.01,0.01,36.01,0.45447571977865725
True,1.01,0.01,0.01,26.009999999999998,0.5966870886901678
False,0.01,1.01,2.01,25.009999999999998,0.944226642922295
False,0.01,0.01,0.01,41.01,1.2421396486258238
True,0.01,0.01,0.01,34.01,0.7909597991634605
False,0.01,0.01,2.01,27.009999999999998,0.8888960296828328
True,0.01,0.01,0.01,32.01,0.44508289955658376
False,1.01,1.01,1.01,35.01,1.521520894927237
False,2.01,0.01,0.01,44.01,0.5834436758893281
False,0.01,0.01,2.01,36.01,1.1667189886772742
False,5.01,4.01,0.01,48.01,1.4090673682024868
False,5.01,3.01,1.01,37.01,1.2002234554237396
False,1.01,5.01,1.01,29.009999999999998,1.084251623699298
False,2.01,3.01,3.01,32.01,1.1366143943775524
True,0.01,0.01,1.01,34.01,0.8729927465422357
False,1.01,0.01,0.01,27.009999999999998,1.2331842976438463
False,0.01,0.01,0.01,31.009999999999998,1.0415739668162018
False,1.01,0.01,0.01,39.01,1.037499126091653
True,0.01,0.01,1.01,35.01,0.8444194951873856
False,1.01,0.01,0.01,36.01,0.9296711016662509
False,0.01,0.01,0.01,38.01,1.1546843465633356
False,0.01,1.01,0.01,44.01,0.9450172604837739
False,0.01,1.01,3.01,36.01,0.5167679290221742
False,0.01,0.01,1.01,38.01,1.1271811168134698
True,1.01,1.01,1.01,35.01,0.7492107949287486
False,3.01,0.01,2.01,45.01,0.7568486287688174
False,0.01,2.01,3.01,36.01,0.9659473991077765
False,5.01,0.01,0.01,28.009999999999998,1.2735666093402667
False,1.01,3.01,6.01,31.009999999999998,0.9560991242811728
False,2.01,3.01,2.01,31.009999999999998,0.947763501271566
False,0.01,1.01,0.01,34.01,0.5905739183766628
False,1.01,0.01,1.01,43.01,0.9732822787367011
True,0.01,1.01,0.01,42.01,0.9420888315504301
False,0.01,1.01,1.01,35.01,1.0506814772241269
False,0.01,0.01,1.01,32.01,0.8617079109896328
False,1.01,0.01,0.01,35.01,0.6486493451157264
False,1.01,1.01,0.01,29.009999999999998,1.1253063541729385
False,0.01,0.01,1.01,36.01,1.045724626772559
False,0.01,0.01,1.01,29.009999999999998,0.5840207507023203
True,0.01,0.01,0.01,40.01,0.7606293391211313
False,2.01,1.01,0.01,37.01,0.5883476602516851
False,0.01,1.01,1.01,35.01,1.2760788188317347
False,1.01,2.01,1.01,35.01,0.739668402286374
False,1.01,1.01,1.01,39.01,0.8095514792122898
True,11.01,4.01,3.01,44.01,1.0266079092779992
False,1.01,0.01,0.01,38.01,0.9828240475951942
False,0.01,0.01,0.01,49.01,2.0939433923805226
True,1.01,0.01,1.01,37.01,1.3799769402710578
False,1.01,0.01,1.01,35.01,1.037680500892282
False,1.01,0.01,1.01,26.009999999999998,0.9654948983789594
False,0.01,0.01,1.01,43.01,1.3108316802274396
False,0.01,2.01,0.01,35.01,1.5326697657580013
False,1.01,0.01,1.01,29.009999999999998,1.666282947072421
False,2.01,0.01,0.01,46.01,1.4103446228560643
False,1.01,0.01,3.01,39.01,1.0148468907462598
True,3.01,12.01,0.01,26.009999999999998,0.7092537224735367
True,6.01,6.01,0.01,39.01,1.1982397190271954
False,13.01,7.01,1.01,41.01,1.6535321350762526
False,14.01,15.01,2.01,31.009999999999998,1.2544598149464303
False,20.009999999999998,17.009999999999998,4.01,31.009999999999998,0.6516567898475794
False,0.01,0.01,0.01,32.01,0.8180584872080929
True,0.01,1.01,1.01,34.01,0.973000036371184
False,2.01,0.01,0.01,42.01,1.0253595999968375
False,3.01,1.01,2.01,33.01,0.9601453799823365
True,0.01,1.01,0.01,36.01,0.641096420400111
False,2.01,1.01,0.01,53.01,1.2885880785880788
False,0.01,0.01,1.01,27.009999999999998,0.7328427423785894
False,2.01,2.01,6.01,33.01,0.9640093889311947
False,0.01,1.01,0.01,36.01,1.5379617131940417
False,6.01,2.01,0.01,36.01,0.9273611671789421
True,2.01,5.01,1.01,37.01,1.2932999620945453
False,3.01,0.01,1.01,38.01,0.8973387139398803
False,14.01,7.01,1.01,31.009999999999998,0.6188963263075604
False,7.01,8.01,0.01,44.01,1.012490984839378
False,8.01,7.01,2.01,28.009999999999998,0.9253567418656932
False,0.01,1.01,1.01,40.01,0.6353984617006438
False,0.01,0.01,2.01,45.01,1.008774097279532
True,0.01,1.01,1.01,33.01,0.6011624345082338
False,0.01,0.01,2.01,34.01,1.0692214118635375
False,1.01,0.01,0.01,28.009999999999998,0.7739687865947665
True,2.01,0.01,1.01,38.01,1.1849368474697421
False,1.01,2.01,1.01,33.01,0.9715695091594526
False,2.01,1.01,0.01,35.01,0.698620860366019
False,0.01,1.01,0.01,36.01,1.4061378364882744
False,2.01,5.01,0.01,47.01,1.0358015309515378
True,1.01,0.01,3.01,33.01,0.846157299405188
False,0.01,1.01,0.01,46.01,1.3705481456086774
False,2.01,3.01,0.01,35.01,0.8256205538206148
False,2.01,6.01,3.01,33.01,0.8627443796715618
False,9.01,10.01,0.01,24.009999999999998,1.1419757776734523
False,0.01,0.01,1.01,31.009999999999998,1.4196904423070267
True,3.01,0.01,1.01,37.01,1.1417057623647722
False,0.01,0.01,2.01,27.009999999999998,1.9545390184401352
False,0.01,0.01,2.01,29.009999999999998,0.7959213800554411
True,1.01,2.01,2.01,43.01,1.4967209591463662
False,1.01,1.01,0.01,33.01,1.3238499873019998
False,3.01,0.01,0.01,41.01,0.5761291231652119
False,3.01,0.01,0.01,36.01,1.8254820024581695
False,2.01,0.01,0.01,34.01,1.1755044602306266
False,0.01,0.01,0.01,33.01,1.21880035718271
False,2.01,3.01,2.01,36.01,0.8580975566114882
False,5.01,9.01,3.01,32.01,0.78784677038268
True,12.01,8.01,0.01,39.01,1.2274914889269108
False,18.009999999999998,15.01,2.01,32.01,2.0514640686580594
False,11.01,15.01,4.01,31.009999999999998,1.084692389877812
True,0.01,0.01,2.01,39.01,1.165712082100546
True,0.01,1.01,3.01,35.01,1.0978661344102518
False,1.01,1.01,2.01,37.01,1.1212359173860436
False,4.01,0.01,0.01,45.01,0.5663096905765922
False,1.01,1.01,4.01,30.009999999999998,0.5484013605184105
False,0.01,3.01,1.01,35.01,0.40454872858234203
False,1.01,1.01,0.01,32.01,1.0138006425306196
False,2.01,4.01,1.01,40.01,1.221758754748385
False,4.01,2.01,3.01,38.01,0.7686263059249682
False,6.01,12.01,1.01,27.009999999999998,1.3997827811787764
False,14.01,7.01,2.01,35.01,0.8565298767390319
False,13.01,8.01,1.01,43.01,0.907177894569199
False,10.01,7.01,1.01,40.01,1.2317192529692527
False,23.009999999999998,23.009999999999998,2.01,34.01,0.6608375682288725
True,28.009999999999998,20.009999999999998,7.01,34.01,0.726464154417875
True,1.01,1.01,3.01,31.009999999999998,1.4162310605979134
False,3.01,0.01,2.01,30.009999999999998,1.130484521771792
False,1.01,3.01,3.01,44.01,0.6994535744312458
True,6.01,3.01,3.01,30.009999999999998,1.1376925021363067
False,12.01,11.01,2.01,39.01,1.3067202302768
False,12.01,11.01,4.01,27.009999999999998,1.1112028915499348
True,20.009999999999998,26.009999999999998,4.01,36.01,0.9981098576220527
False,18.009999999999998,6.01,1.01,22.009999999999998,1.1808959306581333
True,25.009999999999998,28.009999999999998,1.01,33.01,1.6293754423569342
False,21.009999999999998,13.01,1.01,31.009999999999998,1.1517579208403503
False,14.01,24.009999999999998,3.01,27.009999999999998,0.8344700133388588
False,17.009999999999998,31.009999999999998,0.01,37.01,1.0320510558646796
True,32.01,29.009999999999998,2.01,33.01,0.7687518838816072
False,40.01,26.009999999999998,4.01,25.009999999999998,1.3201429608008557
False,42.01,29.009999999999998,2.01,32.01,1.4928783935362882
False,3.01,3.01,4.01,28.009999999999998,1.2312217060474817
True,5.01,2.01,4.01,26.009999999999998,1.4026618645658895
False,5.01,9.01,3.01,40.01,1.5529008808193228
False,5.01,5.01,4.01,26.009999999999998,1.5578966771668634
False,12.01,4.01,5.01,36.01,1.7549336323044449
False,9.01,8.01,2.01,38.01,1.177393431731667
True,11.01,10.01,1.01,31.009999999999998,1.2496712400896817
False,12.01,14.01,4.01,34.01,0.8965309910724426
True,13.01,7.01,0.01,33.01,0.991786885029857
False,31.009999999999998,37.01,1.01,28.009999999999998,1.0864219260271892
False,29.009999999999998,39.01,6.01,38.01,2.011422631253458
False,29.009999999999998,32.01,5.01,41.01,1.2003241731297323
False,41.01,37.01,6.01,51.01,0.7373300229182581
False,38.01,42.01,6.01,38.01,0.9283997205588268
False,100.00999999999999,66.00999999999999,5.01,35.01,1.1719431822156117
True,0.01,0.01,0.01,36.01,0.6486930868838763
False,0.01,0.01,1.01,52.01,0.8430850997506684
False,0.01,0.01,0.01,38.01,0.4428713191735013
False,0.01,1.01,0.01,41.01,0.6582600136171566
False,0.01,0.01,0.01,35.01,0.7776220772927934
True,0.01,0.01,1.01,33.01,1.1620566809119186
False,0.01,1.01,0.01,35.01,1.094623536971545
False,0.01,0.01,1.01,46.01,0.9418412809027533
False,0.01,0.01,0.01,41.01,0.9028114715185654
False,0.01,0.01,0.01,39.01,0.5552283673760319
True,1.01,1.01,1.01,29.009999999999998,0.920005151828505
False,0.01,0.01,1.01,32.01,0.9703040106889982
False,0.01,2.01,0.01,38.01,1.0069835176655664
False,0.01,0.01,0.01,33.01,0.922549329520848
False,0.01,1.01,1.01,38.01,1.0214380087969999
False,1.01,2.01,3.01,41.01,1.0831314627448452
False,0.01,0.01,1.01,36.01,0.979608880911063
False,0.01,0.01,0.01,36.01,0.9107379551982251
False,0.01,0.01,0.01,34.01,1.3269051776976226
False,0.01,0.01,0.01,28.009999999999998,0.6842313338280069
False,0.01,0.01,0.01,40.01,1.1343825965782892
True,0.01,0.01,0.01,46.01,1.1228707155289832
True,0.01,0.01,1.01,36.01,1.0040222338205422
False,0.01,0.01,0.01,38.01,1.1386495438884736
False,0.01,0.01,0.01,30.009999999999998,1.0978093168105283
True,0.01,0.01,1.01,31.009999999999998,1.6733243300466554
False,2.01,2.01,0.01,25.009999999999998,1.0923124267430881
False,2.01,0.01,2.01,40.01,1.360446655834587
False,0.01,1.01,2.01,38.01,1.183049506449651
False,0.01,0.01,1.01,40.01,1.3933731628993984
False,1.01,1.01,2.01,39.01,0.8624925647004198
False,1.01,0.01,4.01,39.01,1.4254933234092826
False,0.01,0.01,0.01,31.009999999999998,0.8262192212886627
True,0.01,0.01,0.01,36.01,0.8129886570178924
False,1.01,0.01,0.01,35.01,0.7127286352081434
False,0.01,0.01,1.01,34.01,1.3043899654883637
False,0.01,0.01,0.01,35.01,0.5447201676859736
False,0.01,0.01,1.01,28.009999999999998,1.0396422346062135
False,1.01,0.01,1.01,38.01,1.016972445685382
False,0.01,0.01,1.01,40.01,1.312567451754758
True,0.01,0.01,1.01,45.01,1.4358372647304536
True,0.01,0.01,0.01,31.009999999999998,1.3031798673904726
False,0.01,0.01,0.01,34.01,1.2284161934161932
False,0.01,0.01,0.01,34.01,0.8380691530691531
False,2.01,1.01,1.01,34.01,0.8685849539893657
False,1.01,1.01,1.01,48.01,0.633373074220053
False,2.01,1.01,3.01,30.009999999999998,0.8570784962164273
False,2.01,1.01,3.01,33.01,1.4216205352618396
False,0.01,0.01,0.01,38.01,1.155551766798992
False,0.01,0.01,2.01,40.01,1.166333800326209
False,0.01,0.01,2.01,30.009999999999998,0.5823634315386234
False,0.01,0.01,0.01,41.01,0.7675674550357544
False,0.01,0.01,0.01,47.01,0.6028416220289285
False,1.01,0.01,0.01,31.009999999999998,0.8699187000103478
False,0.01,0.01,0.01,30.009999999999998,1.1997849007615007
False,0.01,0.01,1.01,33.01,0.813943092686151
False,0.01,0.01,0.01,52.01,0.9079990203496382
True,0.01,0.01,0.01,39.01,0.6304247361224106
True,0.01,0.01,0.01,39.01,0.5904111093584777
False,0.01,1.01,0.01,31.009999999999998,0.9059996277270016
False,0.01,0.01,1.01,30.009999999999998,0.787460313379431
False,0.01,0.01,0.01,42.01,0.9476121555763629
False,0.01,0.01,2.01,33.01,1.4236476064658907
True,3.01,2.01,4.01,42.01,1.3168239880726007
False,0.01,0.01,1.01,35.01,0.7303640865392871
False,0.01,0.01,0.01,28.009999999999998,1.4218223816094708
False,1.01,0.01,2.01,28.009999999999998,0.5270710037089347
False,0.01,0.01,0.01,30.009999999999998,1.1890159659892103
False,1.01,0.01,0.01,30.009999999999998,0.8401490843200556
False,0.01,0.01,1.01,38.01,0.9712223184298845
False,0.01,0.01,2.01,38.01,1.6327413517854692
False,0.01,0.01,0.01,30.009999999999998,0.9485024124812553
False,0.01,0.01,0.01,35.01,0.7580548595805188
False,0.01,0.01,0.01,36.01,0.9720731868515353
False,0.01,0.01,2.01,20.009999999999998,1.3587201414077275
False,0.01,0.01,0.01,33.01,1.839209300492443
False,0.01,0.01,2.01,32.01,0.9179582955842753
False,0.01,0.01,5.01,33.01,0.7223428100215528
False,0.01,0.01,1.01,32.01,0.7646383394699333
False,0.01,0.01,1.01,44.01,1.873850705870973
True,0.01,0.01,1.01,37.01,1.0462851115251885
False,0.01,0.01,1.01,31.009999999999998,1.0153200031486138
False,1.01,0.01,0.01,48.01,0.46381446492608014
False,0.01,1.01,1.01,38.01,0.4908999744617296
False,0.01,0.01,0.01,28.009999999999998,0.9097070723504381
True,0.01,0.01,2.01,36.01,1.268721363153412
False,0.01,1.01,0.01,23.009999999999998,1.0931896524606302
False,0.01,0.01,0.01,32.01,0.6777216461220115
False,0.01,1.01,0.01,30.009999999999998,1.3851820582702936
False,1.01,0.01,0.01,36.01,1.2129380894876087
False,1.01,0.01,0.01,21.009999999999998,0.8726691250212713
False,0.01,0.01,1.01,21.009999999999998,0.8288846369360408
True,0.01,0.01,0.01,42.01,0.617720029637196
False,0.01,2.01,0.01,43.01,1.1032557026307026
False,1.01,0.01,1.01,40.01,0.9451257186956984
False,1.01,2.01,4.01,36.01,0.8756801531801532
True,0.01,0.01,0.01,39.01,0.8030611055611054
False,0.01,0.01,0.01,34.01,0.9353392787929955
False,0.01,0.01,1.01,35.01,0.9504083819320077
True,0.01,0.01,1.01,38.01,0.8839478043612186
False,1.01,1.01,1.01,28.009999999999998,1.1372022326019193
False,0.01,1.01,0.01,26.009999999999998,0.7935317677685526
True,0.01,1.01,1.01,44.01,1.0902281986453233
False,1.01,0.01,0.01,36.01,0.5930093792098389
False,0.01,0.01,0.01,42.01,0.7898841446497765
False,0.01,0.01,2.01,41.01,0.7669604943386328
False,1.01,0.01,1.01,28.009999999999998,1.247907036773381
False,0.01,0.01,2.01,46.01,0.5738768638768638
False,0.01,1.01,1.01,31.009999999999998,0.7822860571976454
False,2.01,1.01,2.01,46.01,0.9917005544490016
False,3.01,2.01,2.01,37.01,0.8734872487945834
False,5.01,4.01,7.01,46.01,1.1033644191052672
False,0.01,0.01,0.01,33.01,0.8883918726691054
False,0.01,0.01,0.01,47.01,0.5004479578392622
False,3.01,0.01,1.01,31.009999999999998,0.7533144333879628
False,0.01,0.01,1.01,38.01,0.6702915859850763
False,1.01,1.01,0.01,37.01,0.9189128847381223
True,0.01,0.01,0.01,44.01,0.6797183900239494
True,0.01,1.01,0.01,40.01,1.101171587372047
False,0.01,0.01,0.01,37.01,0.7596238747250486
False,2.01,1.01,1.01,43.01,0.7762425522454719
False,4.01,2.01,0.01,33.01,0.8423399518467818
True,5.01,0.01,0.01,35.01,1.8882196023404463
False,3.01,1.01,0.01,34.01,0.9079017144001615
False,2.01,1.01,4.01,33.01,0.5906123181084479
True,5.01,11.01,1.01,44.01,1.382011325346882
False,3.01,1.01,1.01,33.01,1.1533233639225156
False,6.01,5.01,3.01,39.01,0.9577674114986592
False,0.01,0.01,0.01,45.01,0.7446253612325042
False,0.01,0.01,0.01,34.01,1.1852987509566453
True,0.01,0.01,0.01,37.01,0.6046938775510204
True,0.01,0.01,1.01,35.01,1.9490491967010597
False,0.01,0.01,1.01,38.01,0.7787403860386943
False,0.01,0.01,0.01,41.01,0.8601381463850197
False,0.01,0.01,3.01,27.009999999999998,1.5896337976492467
False,0.01,2.01,0.01,36.01,1.1207829376197853
False,0.01,0.01,0.01,45.01,1.1501250890956773
False,1.01,0.01,1.01,42.01,1.060170333622346
False,1.01,0.01,1.01,44.01,1.0345857792877915
False,1.01,1.01,0.01,38.01,0.7883846708846709
False,3.01,2.01,2.01,36.01,2.050746701698714
False,7.01,2.01,2.01,23.009999999999998,1.2653117866797583
True,3.01,4.01,2.01,36.01,1.1560859033439679
False,5.01,4.01,4.01,33.01,1.046384488880619
False,0.01,1.01,0.01,44.01,1.4419807892485907
True,0.01,0.01,0.01,44.01,1.6226766823817822
True,1.01,0.01,2.01,61.01,1.14625443321451
False,0.01,1.01,1.01,34.01,1.3005612592364382
True,0.01,1.01,3.01,40.01,1.226612829667871
True,0.01,0.01,0.01,33.01,1.354849543410664
False,0.01,0.01,0.01,35.01,0.5774081339093453
False,0.01,0.01,2.01,42.01,0.7993893349845278
False,0.01,0.01,3.01,30.009999999999998,1.1186986775666492
False,0.01,0.01,0.01,33.01,0.776827156405141
False,0.01,0.01,1.01,40.01,1.6838266181451267
False,1.01,1.01,0.01,31.009999999999998,1.3935254115194324
False,0.01,0.01,2.01,45.01,1.0445956524555595
False,2.01,3.01,1.01,36.01,1.3680684773130416
False,2.01,2.01,1.01,35.01,1.5050054101908321
True,4.01,0.01,4.01,43.01,1.0867291303704347
False,1.01,1.01,1.01,31.009999999999998,1.0987686758861466
False,0.01,0.01,1.01,43.01,0.936101461268804
False,0.01,0.01,2.01,53.01,0.6206492541275149
True,1.01,0.01,0.01,36.01,1.109849331944353
False,1.01,0.01,0.01,47.01,0.5118387955299701
True,2.01,1.01,0.01,44.01,1.4016307369362961
True,0.01,0.01,0.01,38.01,1.3578014235726272
False,1.01,2.01,0.01,38.01,1.1498839078131546
False,1.01,0.01,0.01,40.01,0.7750917400917401
False,4.01,1.01,0.01,46.01,0.7194385325246413
False,2.01,1.01,0.01,43.01,0.6329109056192109
True,5.01,3.01,3.01,34.01,1.098301467051467
False,3.01,9.01,4.01,34.01,0.9825317514657861
False,10.01,13.01,3.01,46.01,1.5765203025820709
True,13.01,11.01,4.01,32.01,1.520496813694488
True,0.01,0.01,0.01,32.01,1.6911193292626558
True,1.01,0.01,0.01,38.01,1.1060751731123961
False,0.01,0.01,0.01,34.01,0.366271710315828
False,0.01,0.01,2.01,40.01,0.5056561412443766
False,0.01,2.01,1.01,34.01,0.5443954753766268
False,0.01,0.01,0.01,34.01,1.1952608783885792
False,0.01,0.01,0.01,40.01,0.873158632264388
False,0.01,1.01,1.01,40.01,1.0228670994542801
False,0.01,0.01,2.01,33.01,1.0902972389928913
True,0.01,0.01,0.01,30.009999999999998,0.8023368693218436
False,0.01,2.01,0.01,28.009999999999998,0.7718320378854678
False,2.01,2.01,0.01,41.01,1.1563687566121241
False,0.01,1.01,2.01,38.01,0.9363740841410475
False,0.01,1.01,1.01,34.01,0.7059337434304633
False,4.01,3.01,1.01,42.01,0.9086936301834001
False,0.01,1.01,0.01,27.009999999999998,0.8061799234943086
False,0.01,0.01,1.01,35.01,0.8748591995466438
False,1.01,0.01,1.01,38.01,1.1934252008768627
False,0.01,1.01,2.01,43.01,0.5039068948986869
False,2.01,2.01,0.01,35.01,1.6628784040161915
True,1.01,0.01,0.01,30.009999999999998,1.178426916221034
False,0.01,2.01,1.01,42.01,1.0561577721495643
False,2.01,0.01,2.01,43.01,0.9847785424082655
False,1.01,0.01,0.01,33.01,0.7283591765762998
True,4.01,5.01,2.01,39.01,1.2092575793348104
True,3.01,3.01,3.01,31.009999999999998,1.7514789256410148
False,9.01,0.01,1.01,36.01,1.1240090903248798
False,5.01,5.01,5.01,30.009999999999998,1.103441270886923
False,11.01,8.01,3.01,30.009999999999998,1.5531733691651612
False,10.01,8.01,1.01,37.01,1.5462859467254133
True,0.01,0.01,0.01,37.01,1.4440090732352227
False,0.01,0.01,2.01,35.01,0.5658593254090738
False,0.01,0.01,0.01,49.01,1.0603415538840557
True,1.01,2.01,1.01,32.01,1.7941658101309685
False,3.01,1.01,0.01,31.009999999999998,0.8017608901961686
False,0.01,1.01,0.01,41.01,0.8809676751999309
False,0.01,2.01,0.01,35.01,0.8845050972992149
False,0.01,0.01,1.01,41.01,1.762702380228964
True,0.01,2.01,2.01,35.01,1.0769534955660232
False,1.01,0.01,2.01,27.009999999999998,1.3106080721092832
False,0.01,0.01,0.01,41.01,1.5273981765361073
False,7.01,12.01,2.01,39.01,1.1620859317475152
False,11.01,10.01,4.01,48.01,0.6713153554882879
False,13.01,14.01,6.01,33.01,0.6922450496363539
False,16.009999999999998,19.009999999999998,0.01,49.01,2.0376645840704293
False,0.01,1.01,1.01,33.01,0.8472680872764022
True,0.01,2.01,2.01,36.01,0.9071929095688153
False,0.01,2.01,0.01,36.01,0.8879212447884414
False,5.01,1.01,1.01,49.01,1.3523234423862742
False,0.01,4.01,1.01,29.009999999999998,1.1556972836768233
True,1.01,5.01,1.01,37.01,0.9887541876747274
False,3.01,0.01,2.01,28.009999999999998,1.3242936875695495
False,4.01,9.01,2.01,31.009999999999998,0.5983178348347982
False,5.01,8.01,4.01,43.01,1.358232726089869
False,7.01,7.01,0.01,33.01,0.795191364550754
