in_comm,directed_rnbrw,backtrack,zigzag,zigzag_cycle,weighted_zigzag
False,0.01,0.01,0.01,34.01,0.745939663017668
False,1.01,0.01,2.01,43.01,1.2801602669702006
True,0.01,0.01,1.01,35.01,1.560911077226867
False,0.01,1.01,0.01,38.01,1.7737852068630284
False,2.01,1.01,1.01,40.01,0.8006052076002815
False,1.01,0.01,2.01,35.01,0.7134686152383061
True,1.01,3.01,3.01,32.01,0.8867081809920685
False,0.01,0.01,1.01,34.01,0.48796550671550665
False,0.01,0.01,0.01,39.01,0.6223394660894661
False,0.01,0.01,0.01,40.01,0.7443935938571651
False,0.01,0.01,0.01,33.01,0.8728277606849035
False,0.01,0.01,0.01,35.01,0.6869759635709882
True,0.01,0.01,0.01,30.009999999999998,0.9547027280188902
False,0.01,0.01,0.01,26.009999999999998,0.6658326253353344
True,0.01,0.01,1.01,30.009999999999998,0.7680637444947414
False,0.01,0.01,0.01,29.009999999999998,0.7872578069169128
False,1.01,0.01,0.01,36.01,1.161316919457337
False,0.01,0.01,1.01,32.01,0.7718602824359252
True,0.01,0.01,2.01,26.009999999999998,0.5922829467224009
False,0.01,1.01,0.01,32.01,1.3175311281201068
False,1.01,0.01,1.01,39.01,0.8910442613200962
True,1.01,1.01,3.01,46.01,1.2151110725023768
True,2.01,2.01,1.01,31.009999999999998,0.8961736624031706
True,0.01,0.01,0.01,21.009999999999998,0.7733639794770627
False,0.01,1.01,0.01,22.009999999999998,0.5585590049550005
True,0.01,0.01,0.01,30.009999999999998,0.725200707626895
False,0.01,0.01,0.01,30.009999999999998,0.8783681514563869
False,1.01,0.01,0.01,40.01,0.6206872741953388
False,0.01,0.01,0.01,34.01,0.7380934343434344
False,1.01,0.01,1.01,36.01,0.8338690476190477
False,0.01,0.01,0.01,37.01,0.8677427416861458
False,2.01,1.01,1.01,32.01,1.1801913070259797
False,0.01,0.01,0.01,38.01,1.1348729555371224
False,1.01,0.01,0.01,36.01,1.101472120737761
False,1.01,0.01,1.01,25.009999999999998,1.0431665883952241
False,2.01,0.01,2.01,31.009999999999998,1.1656038832043136
False,2.01,2.01,2.01,33.01,0.9741074203574205
True,2.01,4.01,1.01,31.009999999999998,0.665214923964924
False,8.01,9.01,5.01,33.01,1.22396312021312
False,0.01,0.01,1.01,27.009999999999998,0.9587881532654351
False,0.01,0.01,0.01,25.009999999999998,1.2440909256986332
False,0.01,0.01,0.01,27.009999999999998,0.7600127054297796
False,0.01,0.01,0.01,37.01,0.6314923682241169
True,0.01,0.01,0.01,44.01,1.4090001109267318
False,0.01,0.01,0.01,30.009999999999998,0.6916503389084033
False,0.01,0.01,0.01,38.01,1.1033820199875957
False,0.01,0.01,0.01,32.01,0.6176067798104965
True,0.01,0.01,1.01,41.01,0.9059329028240637
False,0.01,0.01,0.01,39.01,0.6205228899927042
False,0.01,0.01,0.01,42.01,1.1257090959228784
True,0.01,0.01,1.01,31.009999999999998,1.1008112654812119
False,0.01,0.01,0.01,36.01,0.7507228862648253
False,2.01,1.01,0.01,29.009999999999998,1.167356364958962
False,0.01,2.01,0.01,38.01,0.9352391780570007
False,3.01,0.01,1.01,31.009999999999998,1.5302666063726227
True,0.01,0.01,0.01,33.01,0.9015231446113798
False,0.01,0.01,0.01,28.009999999999998,1.0013241830537227
False,0.01,0.01,0.01,33.01,0.5815966837005595
False,0.01,0.01,0.01,46.01,1.34994294715277
True,0.01,0.01,1.01,31.009999999999998,1.2199851919172404
False,1.01,0.01,1.01,48.01,1.2183383744430032
False,1.01,0.01,1.01,36.01,0.808684671601035
True,0.01,1.01,1.01,49.01,0.8387120853894443
False,0.01,0.01,0.01,32.01,1.1212223658459557
False,2.01,0.01,1.01,27.009999999999998,1.461955250103799
False,0.01,1.01,1.01,35.01,1.0774652673224874
False,0.01,2.01,3.01,44.01,1.7810059514662888
False,2.01,2.01,1.01,43.01,1.2930670024652446
False,3.01,1.01,3.01,38.01,0.8679270531369226
False,1.01,3.01,4.01,48.01,1.1515684749988522
False,1.01,1.01,8.01,42.01,1.5609436762899762
False,1.01,0.01,1.01,33.01,1.5359284802959514
False,0.01,0.01,1.01,35.01,1.0075294129269339
False,0.01,0.01,1.01,33.01,1.2370699170962844
True,1.01,1.01,1.01,37.01,1.3199205399578398
False,0.01,0.01,1.01,39.01,0.7572435164178362
False,0.01,0.01,0.01,32.01,1.2906717072487197
False,0.01,0.01,1.01,33.01,0.6548563059369391
True,0.01,1.01,0.01,27.009999999999998,1.3416718370499068
False,0.01,1.01,1.01,34.01,0.7730544786797571
False,1.01,2.01,2.01,33.01,0.5234932117361384
False,1.01,3.01,1.01,33.01,0.43391178852759404
False,6.01,2.01,2.01,32.01,1.1926415647448303
False,2.01,4.01,1.01,29.009999999999998,1.0880492260456844
True,3.01,7.01,2.01,29.009999999999998,0.9537176911073344
False,5.01,1.01,2.01,39.01,0.6323976215355526
False,2.01,4.01,0.01,35.01,1.3927146673079842
False,0.01,0.01,0.01,34.01,0.9938909073214666
False,0.01,1.01,1.01,28.009999999999998,1.0946246280911418
False,0.01,0.01,1.01,33.01,1.1651927314909498
False,0.01,0.01,1.01,30.009999999999998,0.6965682298831032
False,0.01,1.01,0.01,42.01,0.7629735803648846
False,1.01,1.01,0.01,40.01,0.8624578019258868
True,0.01,0.01,0.01,33.01,1.1211963777198006
False,1.01,0.01,0.01,36.01,0.7733842255016962
False,0.01,1.01,0.01,37.01,1.0577235101073743
False,2.01,1.01,0.01,43.01,1.0193240540821185
True,2.01,0.01,3.01,29.009999999999998,1.4896517809675704
False,2.01,1.01,0.01,40.01,0.8597870657992686
False,0.01,1.01,1.01,34.01,0.8731329218285739
False,2.01,3.01,2.01,40.01,1.1858093380743757
True,5.01,2.01,2.01,42.01,1.810902387724426
False,2.01,2.01,1.01,34.01,1.2715344214608921
False,0.01,0.01,0.01,48.01,1.2332969762733872
False,0.01,0.01,1.01,40.01,1.2233713238959998
False,0.01,0.01,0.01,46.01,1.0168412565103742
False,1.01,0.01,0.01,46.01,0.8585130464020926
True,1.01,0.01,2.01,40.01,1.256712429617713
False,0.01,0.01,1.01,45.01,0.9503230688272634
False,0.01,1.01,1.01,36.01,0.7952994572084672
False,0.01,0.01,0.01,44.01,0.7216924469865647
True,0.01,1.01,0.01,27.009999999999998,0.6405722900043387
False,1.01,0.01,0.01,32.01,0.9610475091357444
False,0.01,0.01,1.01,45.01,1.1110435662136564
False,1.01,1.01,0.01,39.01,1.0360785875437926
False,0.01,2.01,1.01,36.01,0.9913196091340106
False,0.01,1.01,1.01,31.009999999999998,1.5525989886236753
False,5.01,7.01,1.01,40.01,0.958781352327178
False,3.01,4.01,4.01,40.01,0.9670033373632446
False,0.01,0.01,0.01,36.01,0.9188639683504403
False,1.01,0.01,2.01,32.01,0.8094990715009354
False,1.01,0.01,1.01,45.01,1.1153727252965804
False,1.01,0.01,1.01,32.01,0.49288589789733955
True,3.01,1.01,0.01,37.01,0.9950710476620487
False,0.01,0.01,0.01,37.01,0.7800022687610989
False,0.01,1.01,0.01,42.01,0.8481498328965749
False,0.01,1.01,0.01,48.01,0.4227894508628039
False,1.01,1.01,0.01,31.009999999999998,0.4997918174772395
False,0.01,0.01,1.01,39.01,0.5658290493281314
False,1.01,2.01,2.01,43.01,0.7322004731486155
False,1.01,4.01,1.01,47.01,0.8224393987705767
False,5.01,3.01,1.01,37.01,0.7477426332851981
False,6.01,7.01,0.01,54.01,1.2265542120194066
False,9.01,11.01,1.01,29.009999999999998,0.9165133804104391
False,0.01,0.01,0.01,33.01,1.321123322922522
True,0.01,0.01,0.01,31.009999999999998,1.1402343765521386
False,1.01,0.01,1.01,23.009999999999998,0.8224693320068084
True,0.01,0.01,1.01,26.009999999999998,1.2549546083122436
False,0.01,0.01,1.01,25.009999999999998,0.8541269284198041
False,0.01,0.01,0.01,28.009999999999998,0.9846258108046726
False,1.01,0.01,1.01,29.009999999999998,0.9333715258171781
False,0.01,2.01,1.01,31.009999999999998,0.4857508051101945
False,4.01,1.01,0.01,28.009999999999998,0.8907830089806834
False,4.01,1.01,1.01,30.009999999999998,1.2184848594610258
False,3.01,3.01,0.01,37.01,0.8989849942405554
False,4.01,5.01,5.01,33.01,2.1133564491301065
False,4.01,6.01,3.01,32.01,1.2934047109008406
True,7.01,4.01,1.01,32.01,1.115865543313168
False,15.01,4.01,8.01,34.01,1.0043107838887684
False,0.01,0.01,0.01,27.009999999999998,0.9108088793130739
False,0.01,0.01,0.01,36.01,0.7874399801653124
False,0.01,0.01,0.01,25.009999999999998,0.7310572713736101
False,0.01,0.01,0.01,33.01,0.6033329438102972
False,1.01,0.01,0.01,29.009999999999998,1.1738989979622767
True,0.01,0.01,0.01,38.01,0.6860858525020725
False,1.01,0.01,0.01,32.01,0.5574034633711044
False,0.01,0.01,0.01,29.009999999999998,0.9295407443749334
False,0.01,0.01,2.01,23.009999999999998,0.8049103702247717
False,0.01,0.01,2.01,29.009999999999998,1.0437013694366637
True,0.01,0.01,1.01,28.009999999999998,0.9041191572731819
False,0.01,2.01,0.01,36.01,0.9257930046021601
False,1.01,0.01,0.01,34.01,1.275543347621332
False,1.01,0.01,3.01,34.01,0.9033343754232671
True,0.01,0.01,1.01,35.01,1.125281277257444
False,3.01,1.01,1.01,31.009999999999998,1.358036478935848
False,1.01,1.01,1.01,27.009999999999998,1.1256069211561202
False,0.01,0.01,0.01,36.01,0.5854400242544786
False,0.01,0.01,2.01,27.009999999999998,0.48925386032854473
False,0.01,1.01,0.01,34.01,0.9174352227924387
False,0.01,0.01,0.01,38.01,0.7494230425265894
True,0.01,0.01,1.01,42.01,1.1370867477983433
False,0.01,0.01,0.01,41.01,0.9180057145904856
False,0.01,0.01,3.01,34.01,0.8467685841316673
False,0.01,0.01,1.01,29.009999999999998,0.6274321486790221
False,0.01,0.01,1.01,38.01,1.6578845538222458
True,0.01,0.01,1.01,29.009999999999998,0.7734998282109192
False,0.01,0.01,1.01,35.01,0.5805484888674544
False,1.01,0.01,1.01,28.009999999999998,0.8897181115702113
False,0.01,3.01,1.01,37.01,0.5978677733297298
True,3.01,2.01,4.01,22.009999999999998,1.0888531854651822
False,1.01,0.01,9.01,28.009999999999998,1.2546657044448628
False,0.01,0.01,0.01,28.009999999999998,1.2065732036260557
False,0.01,1.01,1.01,38.01,0.8076922872153739
False,0.01,0.01,1.01,32.01,1.4870528712873958
False,0.01,0.01,0.01,23.009999999999998,0.9175355363723272
False,0.01,0.01,0.01,37.01,0.6594327592741329
False,0.01,0.01,1.01,39.01,1.0495955135508914
False,0.01,0.01,0.01,38.01,0.3795960387021901
False,0.01,0.01,2.01,42.01,1.3489351876045907
False,0.01,0.01,0.01,37.01,0.7732533309720571
True,0.01,0.01,1.01,29.009999999999998,0.6328921440877963
False,0.01,2.01,0.01,42.01,0.5564933320524885
False,1.01,0.01,1.01,40.01,0.8578124843138951
False,0.01,0.01,1.01,23.009999999999998,0.41184374921308714
False,0.01,0.01,0.01,38.01,0.5269369711528831
True,1.01,1.01,0.01,28.009999999999998,1.134965574240009
False,1.01,1.01,2.01,41.01,0.7704932564286014
False,0.01,0.01,0.01,30.009999999999998,0.7032514646676846
False,0.01,0.01,0.01,41.01,1.1123906549006382
False,0.01,0.01,0.01,36.01,1.0854820018386857
False,0.01,3.01,1.01,40.01,0.7851812222864855
True,2.01,1.01,1.01,32.01,1.5281504424496417
False,0.01,0.01,0.01,34.01,1.4919947610335407
False,0.01,1.01,1.01,36.01,1.0735455251781185
True,0.01,1.01,0.01,37.01,0.7934080791724684
False,1.01,0.01,1.01,37.01,0.9916312427425809
False,0.01,0.01,3.01,38.01,1.3001849047216236
False,5.01,1.01,3.01,37.01,0.8495780334104804
False,2.01,2.01,1.01,42.01,1.886273881539242
False,6.01,2.01,0.01,34.01,0.9021296155579516
False,2.01,4.01,3.01,36.01,1.523544941041071
False,6.01,5.01,4.01,44.01,1.4569400682956377
True,3.01,40.01,1.01,35.01,1.0553058120741048
False,0.01,0.01,0.01,46.01,1.4609709711207184
False,0.01,0.01,0.01,40.01,1.3733512075432726
False,0.01,0.01,0.01,51.01,0.8109185193788921
False,0.01,0.01,0.01,42.01,0.8547885524107183
True,1.01,0.01,1.01,40.01,1.0402903879982988
False,0.01,0.01,2.01,35.01,1.2204065290225494
False,1.01,0.01,0.01,35.01,0.5896787909945804
False,0.01,0.01,2.01,38.01,0.6759351978430926
False,0.01,0.01,2.01,45.01,1.2712089601428018
False,0.01,0.01,1.01,42.01,1.1060741603454511
False,0.01,1.01,1.01,27.009999999999998,1.2536889499389499
True,0.01,0.01,0.01,44.01,1.0672804677968575
True,2.01,0.01,0.01,38.01,1.4670038623212165
False,0.01,0.01,2.01,35.01,1.030882816580491
False,0.01,2.01,1.01,47.01,1.0603577954345218
True,1.01,0.01,1.01,41.01,0.6629045681986858
True,1.01,0.01,0.01,33.01,0.7892289474470324
False,0.01,0.01,0.01,31.009999999999998,0.612562844683669
False,0.01,1.01,0.01,46.01,0.839248792167234
False,0.01,0.01,1.01,51.01,0.6605075256335055
False,0.01,0.01,0.01,39.01,0.9591985826323056
True,0.01,1.01,1.01,41.01,0.7229706598754281
False,0.01,1.01,2.01,33.01,0.926891351299246
True,0.01,0.01,1.01,30.009999999999998,1.0318070375251225
False,0.01,0.01,1.01,31.009999999999998,1.5572694245297347
False,0.01,0.01,3.01,42.01,0.9541734785619288
False,0.01,1.01,0.01,37.01,1.5970110836534248
True,1.01,1.01,3.01,33.01,0.6011761333781457
False,2.01,1.01,0.01,40.01,0.9898545464369759
False,1.01,1.01,2.01,37.01,1.0250061132654256
False,2.01,2.01,1.01,32.01,0.9494406540186386
False,6.01,5.01,5.01,41.01,0.9838364501534522
False,0.01,0.01,0.01,34.01,1.0982641880222526
False,0.01,0.01,0.01,33.01,1.606744936816107
False,0.01,1.01,0.01,25.009999999999998,0.8820679400474796
False,0.01,1.01,0.01,39.01,1.4232739443273419
False,0.01,0.01,1.01,34.01,1.415931224030901
True,0.01,0.01,1.01,32.01,1.4161866579817792
False,1.01,0.01,1.01,32.01,1.3000457498939504
False,0.01,0.01,0.01,34.01,0.9458763237340654
False,0.01,1.01,0.01,37.01,0.8923232013697104
False,0.01,0.01,0.01,38.01,0.9849878295626058
False,0.01,2.01,1.01,27.009999999999998,1.6088122338109236
True,0.01,0.01,1.01,29.009999999999998,0.599214012847789
False,0.01,0.01,0.01,34.01,1.7246795741148844
False,1.01,0.01,1.01,35.01,0.888220251970252
False,3.01,3.01,1.01,40.01,1.2494154281642773
True,4.01,3.01,1.01,33.01,1.962276536576557
False,0.01,0.01,1.01,35.01,1.5771231789838782
True,1.01,0.01,1.01,49.01,0.7348252119575651
False,0.01,0.01,2.01,41.01,1.003442141476029
False,0.01,0.01,2.01,48.01,0.5509945990828342
False,0.01,1.01,1.01,47.01,1.2635957098457096
True,0.01,2.01,0.01,40.01,0.7656848188805949
False,0.01,0.01,0.01,38.01,0.5855532362910696
False,0.01,1.01,2.01,36.01,1.2611993960868302
False,1.01,0.01,1.01,34.01,0.6526455180400661
False,0.01,1.01,1.01,40.01,0.9437191034771678
False,2.01,0.01,1.01,34.01,0.5758526673770362
False,1.01,0.01,1.01,41.01,0.7505510406970363
False,1.01,1.01,0.01,40.01,1.496855549911828
False,2.01,2.01,1.01,38.01,1.0143847999730353
False,4.01,2.01,1.01,42.01,2.0758370321199267
True,2.01,4.01,7.01,28.009999999999998,0.9065490729973391
True,0.01,0.01,0.01,45.01,1.0271296256407931
False,0.01,0.01,1.01,40.01,0.5143152109328579
True,1.01,1.01,3.01,26.009999999999998,1.1539596654560915
False,0.01,0.01,0.01,32.01,0.7474252644659376
True,0.01,0.01,0.01,29.009999999999998,0.5971441980761436
False,0.01,0.01,0.01,42.01,1.5069829345959147
False,0.01,0.01,0.01,34.01,1.2328602206394559
False,0.01,1.01,0.01,33.01,0.7324038577296657
False,1.01,0.01,2.01,32.01,1.288982822732823
False,0.01,1.01,0.01,43.01,0.6638634293631972
False,1.01,0.01,1.01,25.009999999999998,0.6599898062883115
False,0.01,0.01,0.01,37.01,1.3055463517963517
False,0.01,1.01,2.01,33.01,0.9666528394578734
False,0.01,0.01,1.01,30.009999999999998,0.6295405973351272
False,0.01,1.01,0.01,33.01,1.0913131313131312
False,2.01,4.01,3.01,33.01,1.5267169627908166
True,1.01,1.01,0.01,29.009999999999998,1.4448547787307584
False,0.01,0.01,2.01,43.01,0.9349315376106363
False,0.01,1.01,1.01,47.01,1.0846956406166932
False,0.01,1.01,0.01,35.01,0.7928242917682573
False,0.01,0.01,1.01,25.009999999999998,0.5124985901245699
True,2.01,0.01,1.01,29.009999999999998,1.1099017715306714
True,0.01,2.01,0.01,32.01,1.2200272072698541
False,2.01,1.01,4.01,34.01,0.9570971350832729
False,0.01,2.01,2.01,34.01,1.8145357465479417
False,1.01,0.01,1.01,41.01,1.3902917688724614
True,1.01,1.01,0.01,32.01,1.1981150492911576
True,1.01,0.01,0.01,35.01,0.6572795522795523
False,3.01,0.01,1.01,34.01,1.2709593152232261
True,5.01,3.01,0.01,33.01,1.1599459061177115
False,8.01,8.01,2.01,33.01,1.4061463645287176
False,0.01,1.01,2.01,39.01,0.8958948513929538
False,1.01,0.01,2.01,27.009999999999998,1.3662156827571148
False,0.01,1.01,2.01,43.01,1.292239532109008
True,0.01,0.01,1.01,41.01,0.6710333838661365
True,1.01,8.01,1.01,44.01,1.0205684749387112
False,1.01,0.01,2.01,35.01,0.8786222040808899
False,3.01,3.01,0.01,31.009999999999998,0.9978958350209943
False,0.01,1.01,2.01,42.01,0.9064850951263995
False,2.01,0.01,4.01,44.01,1.417512605407897
False,0.01,0.01,2.01,37.01,0.8941107681317041
False,3.01,3.01,1.01,30.009999999999998,1.0065705504989055
False,1.01,2.01,4.01,40.01,0.4804549331457204
False,8.01,5.01,3.01,28.009999999999998,1.7055287485046933
True,6.01,4.01,2.01,42.01,0.46548092606916136
False,9.01,13.01,2.01,31.009999999999998,1.5002884209665999
False,0.01,0.01,0.01,27.009999999999998,1.2997794621209702
False,0.01,1.01,0.01,33.01,0.5958542881599658
False,0.01,0.01,0.01,35.01,1.1341151054362968
False,0.01,0.01,1.01,37.01,0.745069989433317
False,0.01,0.01,1.01,29.009999999999998,0.7651384988884988
False,0.01,0.01,1.01,27.009999999999998,0.8115444235956841
False,0.01,0.01,0.01,47.01,1.0340654442417045
True,1.01,0.01,0.01,32.01,0.8304880915736971
False,0.01,0.01,3.01,30.009999999999998,0.694610963865596
False,0.01,0.01,2.01,39.01,1.5433169190449056
False,0.01,0.01,1.01,31.009999999999998,1.6154992887229727
False,0.01,0.01,0.01,41.01,1.5137945770704393
True,0.01,0.01,1.01,31.009999999999998,0.8233880638417844
True,0.01,1.01,0.01,26.009999999999998,1.0053102920836547
False,1.01,1.01,5.01,41.01,1.3379768619627415
False,1.01,2.01,1.01,29.009999999999998,1.4156131934161313
True,0.01,0.01,0.01,37.01,1.214956982548636
False,0.01,0.01,0.01,36.01,1.3660116686147583
False,0.01,0.01,0.01,40.01,0.6328073837766348
True,0.01,0.01,0.01,27.009999999999998,1.4725147419064673
False,0.01,0.01,0.01,34.01,0.9798046681458192
False,0.01,0.01,0.01,38.01,0.6115504744625637
False,0.01,0.01,1.01,32.01,0.7443667808696965
False,0.01,0.01,0.01,37.01,0.7575887556777345
False,0.01,0.01,0.01,36.01,1.1722059992049967
False,0.01,0.01,0.01,36.01,0.9401096897817447
False,0.01,0.01,0.01,26.009999999999998,0.7156682531706415
False,1.01,1.01,1.01,34.01,0.7981372793922915
False,0.01,0.01,0.01,45.01,0.7871684985925224
False,0.01,0.01,1.01,33.01,0.9300670609608555
True,1.01,0.01,2.01,44.01,1.5923282068063174
False,2.01,1.01,3.01,45.01,0.8613121407083801
False,1.01,0.01,1.01,31.009999999999998,1.2614858563158164
False,0.01,0.01,0.01,32.01,1.1685610332086975
False,0.01,1.01,1.01,41.01,1.2137550205384242
False,0.01,0.01,0.01,42.01,0.6065331284195068
False,0.01,0.01,1.01,35.01,1.3812264741686417
False,0.01,0.01,2.01,44.01,0.9176946057295958
False,0.01,2.01,0.01,35.01,0.6849255130834078
False,2.01,0.01,0.01,44.01,0.9180600620581469
False,0.01,0.01,1.01,25.009999999999998,1.159436661987883
True,0.01,0.01,0.01,36.01,1.0321040570458393
False,1.01,0.01,4.01,31.009999999999998,1.025985066275314
True,1.01,1.01,1.01,34.01,0.6972243164822107
True,3.01,1.01,5.01,28.009999999999998,0.6349234106142002
True,2.01,2.01,3.01,40.01,1.6892486573435388
False,4.01,2.01,2.01,35.01,1.2888974069312946
False,4.01,1.01,1.01,27.009999999999998,0.8457276183087961
False,0.01,0.01,1.01,33.01,0.8740917398458328
False,0.01,0.01,0.01,42.01,1.5221556095725046
False,0.01,0.01,0.01,35.01,1.7649972966919671
False,0.01,1.01,0.01,28.009999999999998,1.122461231003187
False,0.01,0.01,1.01,40.01,1.4319678489956833
False,0.01,0.01,0.01,36.01,1.0030168192463274
False,0.01,0.01,3.01,40.01,0.9828689347099893
False,0.01,0.01,2.01,28.009999999999998,1.0699417470916557
False,0.01,0.01,3.01,40.01,0.5271755888249615
False,0.01,0.01,0.01,47.01,0.5528476344855655
False,1.01,0.01,3.01,39.01,0.8379894354089611
True,0.01,0.01,0.01,37.01,0.7888547845694187
True,1.01,1.01,1.01,36.01,0.5798038499025341
False,1.01,0.01,1.01,39.01,1.159555906331928
False,2.01,0.01,3.01,30.009999999999998,1.2498111327928818
False,1.01,0.01,6.01,45.01,0.8478340633380956
False,0.01,1.01,0.01,28.009999999999998,1.884471065032496
True,0.01,0.01,1.01,32.01,1.1466187244128423
True,0.01,0.01,1.01,43.01,1.4261091476724468
False,0.01,0.01,0.01,41.01,1.0229827293155767
False,0.01,0.01,0.01,26.009999999999998,1.0509594649051042
False,0.01,0.01,0.01,34.01,1.0537507752256627
False,0.01,0.01,1.01,25.009999999999998,1.868334550797786
False,0.01,0.01,1.01,28.009999999999998,0.9052763436093337
False,0.01,0.01,0.01,45.01,0.8540326970172216
False,0.01,1.01,0.01,42.01,0.8815307739764263
True,0.01,0.01,0.01,49.01,0.4843783688190949
False,1.01,0.01,0.01,28.009999999999998,1.208760197648697
False,0.01,0.01,1.01,35.01,1.2083072080898167
False,1.01,1.01,1.01,42.01,1.0179998218156112
False,0.01,0.01,3.01,34.01,0.673764482744763
False,0.01,1.01,2.01,38.01,1.1268286971886041
True,0.01,0.01,0.01,37.01,0.8353061019440331
False,0.01,0.01,0.01,40.01,0.8275086801103794
False,0.01,0.01,0.01,45.01,1.4464169616490306
False,0.01,0.01,1.01,23.009999999999998,0.9326726161487824
False,0.01,0.01,1.01,42.01,0.594792240901454
False,0.01,1.01,0.01,38.01,1.1115661009254905
False,0.01,0.01,1.01,49.01,0.905632189908261
False,0.01,0.01,0.01,38.01,0.7011955987795064
False,0.01,0.01,0.01,37.01,1.05260547962207
False,0.01,1.01,0.01,34.01,1.4172141494012795
False,0.01,0.01,0.01,41.01,1.163924048817326
True,1.01,0.01,1.01,31.009999999999998,1.3331384985983756
False,0.01,0.01,1.01,35.01,1.2255616651752657
False,1.01,0.01,3.01,32.01,1.1636710764878802
False,0.01,1.01,3.01,33.01,1.2562118260726487
False,1.01,1.01,2.01,34.01,1.968556393099539
False,0.01,1.01,1.01,29.009999999999998,1.0227961789894349
True,0.01,0.01,0.01,27.009999999999998,0.6578686195179921
False,0.01,0.01,0.01,44.01,0.944155223961338
False,0.01,0.01,0.01,50.01,1.145532828561424
True,0.01,0.01,2.01,44.01,1.044960752848684
False,0.01,1.01,2.01,34.01,0.8680535205535205
False,0.01,0.01,1.01,21.009999999999998,1.451584287308288
False,0.01,0.01,0.01,27.009999999999998,0.8267566099169874
False,0.01,1.01,1.01,28.009999999999998,0.5522424525365702
False,1.01,1.01,0.01,45.01,0.46020647255448044
False,4.01,1.01,2.01,32.01,0.8123152552245803
False,1.01,0.01,2.01,39.01,0.6431212382125431
False,1.01,0.01,0.01,40.01,0.7977327397924726
False,2.01,0.01,1.01,42.01,1.134968337227257
False,5.01,0.01,0.01,37.01,0.9162372814519606
False,6.01,7.01,2.01,37.01,0.8568738859180035
True,0.01,0.01,0.01,36.01,1.1974046786546786
True,0.01,0.01,0.01,41.01,0.9041091755051711
False,0.01,0.01,0.01,33.01,0.9803728922303092
True,0.01,0.01,3.01,23.009999999999998,0.5205447839025606
False,0.01,0.01,1.01,33.01,0.6896170679692065
False,2.01,0.01,1.01,28.009999999999998,1.0944042399314726
False,0.01,0.01,2.01,46.01,0.7944204627348401
False,2.01,0.01,1.01,39.01,1.0077336424587064
False,1.01,3.01,1.01,44.01,0.7719546007171633
False,2.01,3.01,2.01,30.009999999999998,1.0992994133238037
False,0.01,0.01,0.01,34.01,1.1679992801316326
False,3.01,2.01,2.01,37.01,0.8057583860408484
False,4.01,7.01,1.01,36.01,0.5681516614480555
False,2.01,7.01,1.01,29.009999999999998,0.9669861142441787
False,1.01,3.01,2.01,40.01,1.3122124647666198
False,5.01,1.01,1.01,28.009999999999998,1.3176716442551897
False,0.01,0.01,0.01,30.009999999999998,1.2580486571314102
False,0.01,0.01,1.01,36.01,1.7170351714386711
False,1.01,0.01,0.01,33.01,0.5563206600163122
True,0.01,1.01,1.01,29.009999999999998,0.9123244871070958
True,2.01,1.01,0.01,39.01,0.6140071849609017
False,4.01,1.01,4.01,31.009999999999998,0.6513768949225005
True,0.01,3.01,0.01,32.01,1.0485590798090798
False,1.01,0.01,2.01,40.01,0.6154416210928816
False,0.01,0.01,1.01,31.009999999999998,1.5223120391462093
False,6.01,1.01,2.01,36.01,1.0953863705604152
False,2.01,2.01,0.01,28.009999999999998,1.2427771871446582
False,7.01,5.01,1.01,42.01,1.0333136562160967
False,1.01,5.01,1.01,34.01,1.475857454079937
False,20.009999999999998,11.01,9.01,38.01,0.8932434594391117
False,14.01,26.009999999999998,2.01,40.01,0.8359775454897406
True,0.01,0.01,1.01,43.01,0.7424121134346249
False,0.01,0.01,1.01,32.01,1.0115431900193563
False,0.01,0.01,1.01,25.009999999999998,0.8856564501235
False,0.01,0.01,3.01,36.01,1.6381065421506595
False,0.01,0.01,3.01,45.01,0.822984881387927
False,1.01,0.01,1.01,28.009999999999998,1.1767485812020744
False,2.01,2.01,0.01,16.009999999999998,1.2955560488182438
True,4.01,2.01,3.01,35.01,1.020753367003367
False,6.01,4.01,1.01,49.01,1.1108296607196428
False,0.01,1.01,3.01,38.01,1.1435116221900448
False,5.01,1.01,2.01,34.01,0.6451756432182081
False,6.01,5.01,2.01,45.01,0.9339476475536637
False,12.01,7.01,1.01,33.01,1.198777187482599
True,10.01,10.01,3.01,39.01,1.2320922444628786
False,9.01,12.01,3.01,46.01,1.7138876173949391
True,0.01,0.01,0.01,33.01,1.121267198084086
True,0.01,0.01,0.01,39.01,1.3013991455167926
False,0.01,2.01,0.01,43.01,1.2060541529620474
False,1.01,1.01,0.01,30.009999999999998,0.66917224096418
False,0.01,0.01,0.01,30.009999999999998,1.0773094902652294
True,0.01,0.01,0.01,33.01,0.7896918480157205
False,2.01,0.01,2.01,36.01,0.8109188577782473
False,0.01,1.01,1.01,35.01,1.1866015118062818
False,0.01,1.01,0.01,54.01,0.9489240836821481
False,0.01,0.01,0.01,36.01,0.9112586706665654
False,3.01,0.01,1.01,43.01,1.0521785550882161
False,2.01,0.01,1.01,44.01,1.7256629457002455
False,2.01,1.01,3.01,38.01,0.8645180064675927
False,2.01,4.01,0.01,32.01,1.0144557063956408
False,13.01,11.01,3.01,49.01,1.471993090266748
True,0.01,0.01,0.01,38.01,1.3066742507034863
False,0.01,0.01,0.01,31.009999999999998,0.9253838992897935
False,0.01,0.01,0.01,23.009999999999998,1.1869619652638215
